Año,D F,Reportado?,Categorías IPCC 2006,CO2-Absorciones en Gg,CO2 -Emisiones en Gg,CH4-Emisiones en Gg,N2O-Emisiones en Gg,HFC-32-Emisiones en Gg,HFC-125-Emisiones en Gg,HFC-134a-Emisiones en Gg,HFC-143a-Emisiones en Gg,HFC-152a-Emisiones en Gg,HFC-227ea-Emisiones en Gg,PFCs-Emisiones en Gg,SF6-Emisiones en Gg,NOX-Precursores en Gg,CO-Precursores en Gg,COVDM-Precursores en Gg,SO2-Precursores en Gg,CO2-Absorciones en Gg de CO2eq,CO2-Emisiones en Gg de CO2eq,CH4-Emisiones en Gg de CO2eq,N2O-Emisiones en Gg de CO2eq,HFC-32-Emisiones en Gg de CO2eq,HFC-125-Emisiones en Gg de CO2eq,HFC-134a-Emisiones en Gg de CO2eq,HFC-143a-Emisiones en Gg de CO2eq,HFC-152a-Emisiones en Gg de CO2eq,HFC-227ea-Emisiones en Gg de CO2eq,PFCs-Emisiones en Gg de CO2eq,SF6-Emisiones en Gg de CO2eq,Absorciones Totales.Gg de CO2eq,Emisiones totales (ΣGEI)-Gg de CO2eq,Con todas las emisiones y absorciones-Gg de CO2eq
2014,D,SI,1B2aii   Quema en antorcha,NA,10.78,1.59E-01,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,1.45,NE,NA,10.78,3.33,445.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,459.52,459.52
2014,F,SI,1B2aiii   Todos los demás,NA,124.07,6.56,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,"2,251.59",NE,NA,124.07,137.81,7.50E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,261.88,261.88
2014,X,SI,1B2aiii1   Exploración,NA,NE,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NE,NE,NA,NE,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE
2014,D,SI,1B2aiii2   Producción y refinación,NA,123.56,5.86,NE,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,"2,155.15",NE,NA,123.56,123.10,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.66,246.66
2014,D,SI,1B2aiii3   Transporte,NA,5.09E-01,4.00E-01,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,96.44,NE,NA,5.09E-01,8.41,7.50E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.92,8.92
2014,D,SI,1B2aiii4   Refinación,NA,NE,3.00E-01,NE,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NE,NE,NA,NE,6.30,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.30,6.30
2014,D,SI,1B2aiii5   Distribución de productos de petróleo,NA,NE,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NE,NE,NA,NE,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE
2014,X,SI,1B2aiii6   Otros,NA,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NA,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2014,F,SI,1B2b   Gas Natural,NA,46.17,181.98,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,10.11,NE,NA,46.17,"3,821.63",1.15E-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3,867.91","3,867.91"
2014,D,SI,1B2bi   Venteo,NA,22.58,5.11,NE,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,1.02E-01,NE,NA,22.58,107.25,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.84,129.84
2014,D,SI,1B2bii   Quema en antorcha,NA,20.94,1.32E-02,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,1.10E-02,NE,NA,20.94,2.77E-01,1.15E-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.34,21.34
2014,F,SI,1B2biii   Todos los demás,NA,2.64,176.86,NE,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,9.99,NE,NA,2.64,"3,714.10",NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3,716.74","3,716.74"
2014,X,SI,1B2biii1   Exploración,NA,NE,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NE,NE,NA,NE,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE
2014,D,SI,1B2biii2   Producción,NA,1.42,146.26,NE,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,9.45,NE,NA,1.42,"3,071.52",NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3,072.94","3,072.94"
2014,D,SI,1B2biii3   Procesamiento,NA,5.28E-02,1.67E-01,NE,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,7.72E-02,NE,NA,5.28E-02,3.51,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56,3.56
2014,D,SI,1B2biii4   Transmisión y almacenamiento,NA,2.12E-02,8.79,NE,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,1.58E-01,NE,NA,2.12E-02,184.55,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,184.57,184.57
2014,D,SI,1B2biii5   Distribución,NA,1.15,21.64,NE,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,3.13E-01,NE,NA,1.15,454.52,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,455.67,455.67
2014,X,SI,1B2biii6   Otros,NA,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NA,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2014,X,SI,1.B.3   Otras emisiones provenientes de la producción de energía,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,F,SI,1.C   Transporte y almacenamiento de dióxido de carbono,NA,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NA,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2014,F,SI,1.C.1   Transporte de CO2,NA,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NO,NO,NA,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2014,X,SI,1C1a    Gasoductos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,X,SI,1C1b    Embarcaciones,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,X,SI,1C1c    Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,F,SI,1.C.2   Inyección y almacenamiento,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,X,SI,1C2a    Inyección,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,X,SI,1C2b    Almacenamiento,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,X,SI,1.C.3 Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,F,SI,2 - Procesos Industriales y Uso de Productos,NA,"7,674.89",1.03,2.56,3.29E-02,1.16E-01,9.63E-01,7.60E-02,6.52E-03,6.06E-04,NE,6.55E-03,NA,NA,NA,NA,NA,"7,674.89",21.70,793.80,21.40,326.00,"1,251.70",288.96,0.91,1.76,NE,156.64,NA,"10,537.76","10,537.76"
2014,F,SI,2.A - Industria de los minerales,NA,"5,545.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00,"5,545.21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5,545.21","5,545.21"
2014,D,SI,2.A.1  Producción de cemento,NA,"5,277.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5,277.31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5,277.31","5,277.31"
2014,D,SI,2.A.2 - Producción de cal,NA,121.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.81,121.81
2014,D,SI,2.A.3 - Producción de vidrio,NA,95.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.31,95.31
2014,F,SI,2.A.4 - Otros usos de carbonatos en los procesos,NA,50.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.77,50.77
2014,X,SI,2A4a Cerámicas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,D,SI,2A4b Otros usos de la ceniza de sosa,NA,50.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.77,50.77
2014,X,SI,2A4c Producción de magnesia no metalúrgica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,X,SI,2A4d Otros (especificar),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,X,SI,2.A.5 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,F,SI,2.B - Industria Química,NA,544.72,1.01,2.56,NA,NA,NA,NA,NA,NA,NA,NA,3.43,1.19,9.64,1.67,NA,544.72,21.14,793.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,359.66","1,359.66"
2014,D,SI,2.B.1 - Producción de amoníaco,NA,178.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.34E-01,NA,3.17E-03,NA,178.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.84,178.84
2014,D,SI,2.B.2 - Producción de ácido nítrico,NA,NA,NA,2.56,NA,NA,NA,NA,NA,NA,NA,NA,3.41,NA,NA,NA,NA,NA,NA,793.80,NA,NA,NA,NA,NA,NA,NA,NA,NA,793.80,793.80
2014,X,SI,2.B.3 - Producción de ácido adípico,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2014,D,SI,2.B.4 - Producción de caprolactama. glioxil y ácido glioxílico,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2014,X,SI,2.B.5 - Producción de carburo,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2014,D,SI,2.B.6 - Producción de dióxido de titanio,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2014,X,SI,2.B.7 - Producción de ceniza de sosa,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2014,F,SI,2.B.8 - Producción petroquímica y de negro de humo,NA,365.88,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42E-02,3.56E-01,9.64,1.67,NA,365.88,21.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387.02,387.02
2014,X,SI,2B8a Metanol,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,D,SI,2B8b Etileno,NA,173.66,1.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,173.66,20.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.60,194.60
2014,D,SI,2B8c Dicloruro de etileno y monómero cloruro de vinilo,NA,99.03,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.03,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.19,99.19
2014,X,SI,2B8d Óxido de etileno,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,X,SI,2B8e Acrilonitrilo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,D,SI,2B8f Negro de humo,NA,93.19,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.19,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.23,93.23
2014,X,SI,2B8g Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,X,SI,2.B.9 - Producción fluoroquímica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,X,SI,2B9a Emisiones de productos derivados,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,X,SI,2B9b Emisiones fugitivas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,X,SI,2.B.10 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,F,SI,2.C - Industria de los metales,NA,"1,563.56",2.63E-02,NA,NA,NA,NO,NA,NA,NA,NO,NO,4.83E-02,1.21E-03,3.62E-02,5.44E-02,NA,"1,563.56",0.55,NA,NA,NA,NO,NA,NA,NA,NO,NO,NA,"1,564.11","1,564.11"
2014,D,SI,2.C.1 - Producción de hierro y acero,NA,698.18,2.63E-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.83E-02,1.21E-03,3.62E-02,5.44E-02,NA,698.18,5.52E-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,698.73,698.73
2014,D,SI,2.C.2 - Producción de ferroaleaciones,NA,865.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,865.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,865.38,865.38
2014,X,SI,2.C.3 - Producción de aluminio,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2014,X,SI,2.C.4 - Producción de magnesio,NA,NO,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NA,NA,NA,NO,NA,NO,NO
2014,X,SI,2.C.5 - Producción de plomo,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE
2014,X,SI,2.C.6 - Producción de zinc,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2014,X,SI,2.C.7 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,F,SI,2.D - Uso  de productos no energéticos de combustibles y de solvente,NA,21.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.75,NA,NA,21.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.41,21.41
2014,D,SI,2.D.1 - Uso de lubricantes,NA,3.41E-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.41E-01,3.41E-01
2014,D,SI,2.D.2 - Uso de cera de parafina,NA,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.07,21.07
2014,D,SI,2.D.3 - Uso de solventes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,D,SI,2.D.4 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,X,SI,2.E - Industria electrónica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO
2014,X,SI,2.E.1 - Circuitos integrados o semiconductores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2014,X,SI,2.E.2 - Pantalla plana tipo TFT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2014,X,SI,2.E.3 - Celdas fotovoltaícas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2014,X,SI,2.E.4 - Fluídos de transferencia térmica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2014,X,SI,2.E.5 - Otros,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NO
2014,F,SI,2.F - Uso de productos sustitutos de las sustancias que agotan la capa de ozono,NA,NA,NA,NA,3.29E-02,1.16E-01,9.63E-01,7.60E-02,6.52E-03,6.06E-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.40,326.00,"1,251.70",288.96,0.91,1.76,NA,NA,NA,"1,890.73","1,890.73"
2014,F,SI,2.F.1 - Refrigeración y aire acondicionado,NA,NA,NA,NA,3.29E-02,1.16E-01,7.49E-01,7.60E-02,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.40,324.98,973.24,288.96,NO,NO,NA,NA,NA,"1,608.57","1,608.57"
2014,F,SI,2F1a Refrigeración y  aire acondicionado estacionario,NA,NA,NA,NA,3.29E-02,1.16E-01,5.58E-01,7.56E-02,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.40,323.68,726.04,287.22,NO,NO,NA,NA,NA,"1,358.33","1,358.33"
2014,D,SI,2F1ai Refrigeración y  aire acondicionado estacionario - industria manufacturera,NA,NA,NA,NA,2.30E-04,1.36E-02,6.59E-02,1.48E-02,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.50E-01,38.02,85.64,56.35,NO,NO,NA,NA,NA,180.16,180.16
2014,D,SI,2F1aii Refrigeración y  aire acondicionado estacionario - residencial,NA,NA,NA,NA,1.65E-02,2.19E-02,9.58E-02,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.72,61.42,124.57,NO,NO,NO,NA,NA,NA,196.72,196.72
2014,D,SI,2F1aii Refrigeración y  aire acondicionado estacionario - comercial,NA,NA,NA,NA,1.62E-02,8.01E-02,3.97E-01,6.08E-02,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.53,224.24,515.82,230.88,NO,NO,NA,NA,NA,981.46,981.46
2014,X,SI,2F1b Aire acondicionado móvil,NA,NA,NA,NA,NO,4.64E-04,1.90E-01,4.56E-04,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,1.30,247.20,1.73,NO,NO,NA,NA,NA,250.24,250.24
2014,D,SI,2F1bi Refrigeración movil (transporte refrigerado) - industria manufacturera,NA,NA,NA,NA,NO,3.48E-04,7.49E-04,4.56E-04,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,0.97,0.97,1.73,NO,NO,NA,NA,NA,3.68,3.68
2014,D,SI,2F1bii Aire acondicionado móvil,NA,NA,NA,NA,NO,1.16E-04,1.89E-01,NO,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,0.32,246.23,NO,NO,NO,NA,NA,NA,246.55,246.55
2014,X,SI,2.F.2 - Agentes espumantes,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NO,NO,NA,NA,NA,NO,NO
2014,D,SI,2.F.3 - Protección contra incendios,NA,NA,NA,NA,NA,3.66E-04,NO,NA,NA,6.06E-04,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02E+00,NO,NA,NA,1.76,NO,NA,NA,2.78,2.78
2014,D,SI,2.F.4 - Aerosoles,NA,NA,NA,NA,NA,NA,1.17E-01,NA,NO,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.46,NA,NO,NO,NA,NA,NA,151.46,151.46
2014,D,SI,2.F.5 - Solventes,NA,NA,NA,NA,NA,NA,9.77E-02,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127.00,NA,NA,NA,NO,NA,NA,127.00,127.00
2014,X,SI,2.F.6 - Otras aplicaciones,NA,NA,NA,NA,NA,NA,NO,NA,0.01,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,9.13E-01,NO,NA,NA,NA,9.13E-01,9.13E-01
2014,F,SI,2.G - Manufactura y utilización de otros productos,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NE,6.55E-03,NA,NA,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NE,156.64,NA,156.64,156.64
2014,F,SI,2.G.1 - Equipos eléctricos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.55E-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.64,NA,156.64,156.64
2014,X,SI,2G1a Manufactura de equipos eléctricos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,X,SI,2G1b Uso de equipos eléctricos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156.64,NA,156.64,156.64
2014,X,SI,2G1c Eliminación de equipos eléctricos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,X,SI,2.G.2 - SF6 y PFCs de otros usos de productos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NE,NE,NA,NE,NE
2014,X,SI,2G2a Aplicaciones militares,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,X,SI,2G2b Aceleradores,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,X,SI,2G2c Otros (especificar),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
